KCL_RERECORDID,NameValue
A-6070726,#N/A
A-6070727,#N/A
A-6070808,#N/A
A-6070809,#N/A
A-6070814,#N/A
A-6070827,#N/A
A-6070828,#N/A
A-6070829,#N/A
A-6070830,#N/A
A-6070831,#N/A
A-6070832,#N/A
A-6070833,#N/A
A-6070834,#N/A
A-6070850,#N/A
A-6070851,#N/A
A-6070852,#N/A
A-6070853,#N/A
A-6070854,#N/A
A-6070855,#N/A
A-6070856,#N/A
A-6070857,#N/A
A-6070858,#N/A
A-6070859,#N/A
A-6070860,#N/A
A-6070861,#N/A
A-6070862,#N/A
A-6070863,#N/A
A-6070864,#N/A
A-6070865,#N/A
A-6070866,#N/A
A-6070867,#N/A
A-6070868,#N/A
A-6070869,#N/A
A-6070870,#N/A
A-6070871,#N/A
A-6070872,#N/A
A-6070873,#N/A
A-6070874,#N/A
A-6070875,#N/A
A-6070876,#N/A
A-6070877,#N/A
A-6070878,#N/A
A-6070879,#N/A
A-6070880,#N/A
A-6070881,#N/A
A-6070882,#N/A
A-6070883,#N/A
A-6070884,#N/A
A-6070885,#N/A
A-6070886,#N/A
A-6070887,#N/A
A-6070888,#N/A
A-6070889,#N/A
A-6070890,#N/A
A-6070891,#N/A
A-6070892,#N/A
A-6070893,#N/A
A-6070894,#N/A
A-6070895,#N/A
A-6070896,#N/A
A-6070897,#N/A
A-6070898,#N/A
A-6070899,#N/A
A-6070900,#N/A
A-6070901,#N/A
A-6070902,#N/A
A-6070903,#N/A
A-6070904,#N/A
A-6070905,#N/A
A-6070906,#N/A
A-6070907,#N/A
A-6070908,#N/A
A-6070909,#N/A
A-6070910,#N/A
A-6070911,#N/A
A-6070912,#N/A
A-6070913,#N/A
A-6070914,#N/A
A-6070915,#N/A
A-6070916,#N/A
A-6070917,#N/A
A-6070918,#N/A
A-6070919,#N/A
A-6070920,#N/A
A-6070921,#N/A
A-6070922,#N/A
A-6070923,#N/A
A-6070924,#N/A
A-6070925,#N/A
A-6070926,#N/A
A-6070927,#N/A
A-6070928,#N/A
A-6070929,#N/A
A-6070930,#N/A
A-6070931,#N/A
A-6070932,#N/A
A-6070933,#N/A
A-6070934,#N/A
A-6070935,#N/A
A-6070936,#N/A
A-6070937,#N/A
A-6070938,#N/A
A-6070939,#N/A
A-6070940,#N/A
A-6070941,#N/A
A-6070942,#N/A
A-6070943,#N/A
A-6070944,#N/A
A-6070945,#N/A
A-6070946,#N/A
A-6070947,#N/A
A-6070948,#N/A
A-6070949,#N/A
A-6070950,#N/A
A-6070951,#N/A
A-6070952,#N/A
A-6070953,#N/A
A-6070954,#N/A
A-6070955,#N/A
A-6070956,#N/A
A-6070957,#N/A
A-6070958,#N/A
A-6070959,#N/A
A-6070960,#N/A
A-6070961,#N/A
A-6070962,#N/A
A-6070963,#N/A
A-6070964,#N/A
A-6070965,#N/A
A-6070966,#N/A
A-6070967,#N/A
A-6070968,#N/A
A-6070969,#N/A
A-6070970,#N/A
A-6070971,#N/A
A-6070972,#N/A
A-6070973,#N/A
A-6070974,#N/A
A-6070975,#N/A
A-6070976,#N/A
A-6070977,#N/A
A-6070978,#N/A
A-6070979,#N/A
A-6070980,#N/A
A-6070981,#N/A
A-6070982,#N/A
A-6070983,#N/A
A-6070984,#N/A
A-6070985,#N/A
A-6070986,#N/A
A-6070987,#N/A
A-6070988,#N/A
A-6070989,#N/A
A-6070990,#N/A
A-6070991,#N/A
A-6070992,#N/A
A-6070993,#N/A
A-6070994,#N/A
A-6070995,#N/A
A-6070996,#N/A
A-6070997,#N/A
A-6070998,#N/A
A-6070999,#N/A
A-6071000,#N/A
A-6071001,#N/A
A-6071002,#N/A
A-6071003,#N/A
A-6071004,#N/A
A-6071005,#N/A
A-6071006,#N/A
A-6071007,#N/A
A-6071008,#N/A
A-6071009,#N/A
A-6071010,#N/A
A-6071011,#N/A
A-6071012,#N/A
A-6071013,#N/A
A-6071014,#N/A
A-6071015,#N/A
A-6071016,#N/A
A-6071017,#N/A
A-6071018,#N/A
A-6071019,#N/A
A-6071020,#N/A
A-6071021,#N/A
A-6071022,#N/A
A-6071023,#N/A
A-6071024,#N/A
A-6071025,#N/A
A-6071026,#N/A
A-6071027,#N/A
A-6071028,#N/A
A-6071029,#N/A
A-6071030,#N/A
A-6071031,#N/A
A-6071032,#N/A
A-6071033,#N/A
A-6071034,#N/A
A-6071035,#N/A
A-6071036,#N/A
A-6071037,#N/A
A-6071038,#N/A
A-6071039,#N/A
A-6071040,#N/A
A-6071041,#N/A
A-6071042,#N/A
A-6071043,#N/A
A-6071044,#N/A
A-6071045,#N/A
A-6071046,#N/A
A-6071047,#N/A
A-6071048,#N/A
A-6071049,#N/A
A-6071050,#N/A
A-6071051,#N/A
A-6071052,#N/A
A-6071053,#N/A
A-6071054,#N/A
A-6071055,#N/A
A-6071056,#N/A
A-6071057,#N/A
A-6071058,#N/A
A-6071059,#N/A
A-6071060,#N/A
A-6071061,#N/A
A-6071062,#N/A
A-6071063,#N/A
A-6071064,#N/A
A-6071065,#N/A
A-6071066,#N/A
A-6071067,#N/A
A-6071068,#N/A
A-6071069,#N/A
A-6071070,#N/A
A-6071071,#N/A
A-6071072,#N/A
A-6071073,#N/A
A-6071074,#N/A
A-6071075,#N/A
A-6071076,#N/A
A-6071077,#N/A
A-6071078,#N/A
A-6071079,#N/A
A-6071080,#N/A
A-6071081,#N/A
A-6071082,#N/A
A-6071083,#N/A
A-6071084,#N/A
A-6071085,#N/A
A-6071086,#N/A
A-6071087,#N/A
A-6071088,#N/A
A-6071089,#N/A
A-6071090,#N/A
A-6071091,#N/A
A-6071092,#N/A
A-6071093,#N/A
A-6071094,#N/A
A-6071095,#N/A
A-6071096,#N/A
A-6071097,#N/A
A-6071098,#N/A
A-6071099,#N/A
A-6071100,#N/A
A-6071101,#N/A
A-6071102,#N/A
A-6071103,#N/A
A-6071104,#N/A
A-6071105,#N/A
A-6071106,#N/A
A-6071108,#N/A
A-6071109,#N/A
A-6071110,#N/A
A-6071111,#N/A
A-6071112,#N/A
A-6071113,#N/A
A-6071114,#N/A
A-6071115,#N/A
A-6071116,#N/A
A-6071117,#N/A
A-6071118,#N/A
A-6071119,#N/A
A-6071120,#N/A
A-6071121,#N/A
A-6071122,#N/A
A-6071123,#N/A
A-6071124,#N/A
A-6071125,#N/A
A-6071126,#N/A
A-6071127,#N/A
A-6071128,#N/A
A-6071129,#N/A
A-6071130,#N/A
A-6071131,#N/A
A-6071132,#N/A
A-6071133,#N/A
A-6071134,#N/A
A-6071135,#N/A
A-6071136,#N/A
A-6071137,#N/A
A-6071138,#N/A
A-6071139,#N/A
A-6071140,#N/A
A-6071141,#N/A
A-6071142,#N/A
A-6071143,#N/A
A-6071144,#N/A
A-6071145,#N/A
A-6071146,#N/A
A-6071147,#N/A
A-6071148,#N/A
A-6071149,#N/A
A-6071150,#N/A
A-6071151,#N/A
A-6071152,#N/A
A-6071153,#N/A
A-6071154,#N/A
A-6071155,#N/A
A-6071156,#N/A
A-6071157,#N/A
A-6071158,#N/A
A-6071159,#N/A
A-6071160,#N/A
A-6071161,#N/A
A-6071162,#N/A
A-6071163,#N/A
A-6071164,#N/A
A-6071165,#N/A
A-6071166,#N/A
A-6071167,#N/A
A-6071168,#N/A
A-6071169,#N/A
A-6071170,#N/A
A-6071171,#N/A
A-6071172,#N/A
A-6071173,#N/A
A-6071174,#N/A
A-6071175,#N/A
A-6071176,#N/A
A-6071177,#N/A
A-6071178,#N/A
A-6071179,#N/A
A-6071180,#N/A
A-6071181,#N/A
A-6071182,#N/A
A-6071183,#N/A
A-6071184,#N/A
A-6071185,#N/A
A-6071186,#N/A
A-6071187,#N/A
A-6071188,#N/A
A-6071189,#N/A
A-6071190,#N/A
A-6071191,#N/A
A-6071192,#N/A
A-6071193,#N/A
A-6071194,#N/A
A-6071195,#N/A
A-6071196,#N/A
A-6071197,#N/A
A-6071198,#N/A
A-6071199,#N/A
A-6071200,#N/A
A-6071201,#N/A
A-6071202,#N/A
A-6071203,#N/A
A-6071204,#N/A
A-6071205,#N/A
A-6071206,#N/A
A-6071207,#N/A
A-6071208,#N/A
A-6071209,#N/A
A-6071210,#N/A
A-6071211,#N/A
A-6071212,#N/A
A-6071213,#N/A
A-6071214,#N/A
A-6071215,#N/A
A-6071216,#N/A
A-6071217,#N/A
A-6071218,#N/A
A-6071219,#N/A
A-6071220,#N/A
A-6071221,#N/A
A-6071222,#N/A
A-6071223,#N/A
A-6071224,#N/A
A-6071225,#N/A
A-6071226,#N/A
A-6071227,#N/A
A-6071228,#N/A
A-6071229,#N/A
A-6071230,#N/A
A-6071231,#N/A
A-6071232,#N/A
A-6071233,#N/A
A-6071234,#N/A
A-6071235,#N/A
A-6071236,#N/A
A-6071237,#N/A
A-6071238,#N/A
A-6071239,#N/A
A-6071240,#N/A
A-6071241,#N/A
A-6071242,#N/A
A-6071243,#N/A
A-6071244,#N/A
A-6071245,#N/A
A-6071246,#N/A
A-6071247,#N/A
A-6071248,#N/A
A-6071249,#N/A
A-6071251,#N/A
A-6071252,#N/A
A-6071253,#N/A
A-6071254,#N/A
A-6071255,#N/A
A-6071256,#N/A
A-6071257,#N/A
A-6071258,#N/A
A-6071259,#N/A
A-6071260,#N/A
A-6071261,#N/A
A-6071262,#N/A
A-6071263,#N/A
A-6071264,#N/A
A-6071265,#N/A
A-6071266,#N/A
A-6071267,#N/A
A-6071268,#N/A
A-6071269,#N/A
A-6071270,#N/A
A-6071271,#N/A
A-6071272,#N/A
A-6071273,#N/A
A-6071274,#N/A
A-6071275,#N/A
A-6071276,#N/A
A-6071277,#N/A
A-6071278,#N/A
A-6071279,#N/A
A-6071280,#N/A
A-6071281,#N/A
A-6071282,#N/A
A-6071283,#N/A
A-6071284,#N/A
A-6071285,#N/A
A-6071286,#N/A
A-6071287,#N/A
A-6071288,#N/A
A-6071289,#N/A
A-6071290,#N/A
A-6071291,#N/A
A-6071292,#N/A
A-6071293,#N/A
A-6071294,#N/A
A-6071295,#N/A
A-6071296,#N/A
A-6071297,#N/A
A-6071298,#N/A
A-6071299,#N/A
A-6071300,#N/A
A-6071301,#N/A
A-6071302,#N/A
A-6071303,#N/A
A-6071304,#N/A
A-6071305,#N/A
A-6071306,#N/A
A-6071307,#N/A
A-6071308,#N/A
A-6071309,#N/A
A-6071310,#N/A
A-6071311,#N/A
A-6071312,#N/A
A-6071313,#N/A
A-6071314,#N/A
A-6071315,#N/A
A-6071316,#N/A
A-6071317,#N/A
A-6071318,#N/A
A-6071319,#N/A
A-6071320,#N/A
A-6071321,#N/A
A-6071322,#N/A
A-6071323,#N/A
A-6071324,#N/A
A-6071325,#N/A
A-6071326,#N/A
A-6071327,#N/A
A-6071328,#N/A
A-6071329,#N/A
A-6071330,#N/A
A-6071331,#N/A
A-6071332,#N/A
A-6071333,#N/A
A-6071334,#N/A
A-6071335,#N/A
A-6071336,#N/A
A-6071337,#N/A
A-6071338,#N/A
A-6071339,#N/A
A-6071340,#N/A
A-6071341,#N/A
A-6071342,#N/A
A-6071343,#N/A
A-6071344,#N/A
A-6071345,#N/A
A-6071346,#N/A
A-6071347,#N/A
A-6071348,#N/A
A-6071349,#N/A
A-6071350,#N/A
A-6071351,#N/A
A-6071352,#N/A
A-6071353,#N/A
A-6071354,#N/A
A-6071355,#N/A
A-6071356,#N/A
A-6071357,#N/A
A-6071358,#N/A
A-6071359,#N/A
A-6071360,#N/A
A-6071361,#N/A
A-6071362,#N/A
A-6071363,#N/A
A-6071364,#N/A
A-6071365,#N/A
A-6071366,#N/A
A-6071367,#N/A
A-6071368,#N/A
A-6071369,#N/A
A-6071370,#N/A
A-6071371,#N/A
A-6071372,#N/A
A-6071373,#N/A
A-6071374,#N/A
A-6071375,#N/A
A-6071376,#N/A
A-6071377,#N/A
A-6071378,#N/A
A-6071379,#N/A
A-6071380,#N/A
A-6071381,#N/A
A-6071382,#N/A
A-6071383,#N/A
A-6071385,#N/A
A-6071386,#N/A
A-6071387,#N/A
A-6071388,#N/A
A-6071389,#N/A
A-6071390,#N/A
A-6071391,#N/A
A-6071392,#N/A
A-6071393,#N/A
A-6071394,#N/A
A-6071395,#N/A
A-6071396,#N/A
A-6071397,#N/A
A-6071398,#N/A
A-6071399,#N/A
A-6071400,#N/A
A-6071401,#N/A
A-6071405,#N/A
A-6071414,#N/A
A-6071419,#N/A
A-6071453,#N/A
A-6071454,#N/A
A-6071457,#N/A
A-6071458,#N/A
A-6071471,#N/A
A-6071535,#N/A
A-6071585,#N/A
A-6071588,#N/A
A-6071589,#N/A
A-6071833,#N/A
A-6071834,#N/A
A-6071836,#N/A
A-6071837,#N/A
A-6071838,#N/A
A-6071839,#N/A
A-6071929,#N/A
A-6071930,#N/A
A-6071931,#N/A
A-6071964,#N/A
A-6071965,#N/A
A-6072236,#N/A
A-6072237,#N/A
A-6072239,#N/A
A-6072241,#N/A
A-6072249,#N/A
A-6072254,#N/A
A-6072375,#N/A
A-6072394,#N/A
A-6072432,#N/A
A-6072819,#N/A
A-6072973,#N/A
A-6072975,#N/A
A-6072992,#N/A
A-6072993,#N/A
A-6073000,#N/A
A-6073008,#N/A
A-6073010,#N/A
A-6073066,#N/A
A-6073079,#N/A
A-6073081,#N/A
A-6073140,#N/A
A-6073141,#N/A
A-6073172,#N/A
A-6073529,#N/A
A-6073594,#N/A
A-6073616,#N/A
A-6073625,#N/A
A-6073775,#N/A
A-6074226,#N/A
A-6078654,#N/A
A-6081945,#N/A
A-6081946,#N/A
A-6081947,#N/A
A-6081949,#N/A
A-6081950,#N/A
A-6083463,#N/A
A-6084833,#N/A
A-6084837,#N/A
A-6084838,#N/A
A-6084839,#N/A
A-6084840,#N/A
A-6084854,#N/A
A-6085124,#N/A
A-6085159,#N/A
A-6085196,#N/A
A-6085199,#N/A
A-6085200,#N/A
A-6085202,#N/A
A-6085224,#N/A
A-6085226,#N/A
A-6085229,#N/A
A-6085231,#N/A
A-6085234,#N/A
A-6085236,#N/A
A-6085237,#N/A
A-6085238,#N/A
A-6085239,#N/A
A-6085240,#N/A
A-6085264,#N/A
A-6085309,#N/A
A-6086169,#N/A
A-6086170,#N/A
A-6086171,#N/A
A-6086172,#N/A
A-6086173,#N/A
A-6086174,#N/A
A-6086175,#N/A
A-6086176,#N/A
A-6086177,#N/A
A-6086178,#N/A
A-6086179,#N/A
A-6086180,#N/A
A-6086181,#N/A
A-6086182,#N/A
A-6086183,#N/A
A-6086184,#N/A
A-6086185,#N/A
A-6086186,#N/A
A-6086187,#N/A
A-6086188,#N/A
A-6086189,#N/A
A-6086190,#N/A
A-6086191,#N/A
A-6086192,#N/A
A-6086193,#N/A
A-6086194,#N/A
A-6086195,#N/A
A-6086196,#N/A
A-6086197,#N/A
A-6086198,#N/A
A-6086199,#N/A
A-6086200,#N/A
A-6086201,#N/A
A-6086202,#N/A
A-6086203,#N/A
A-6086204,#N/A
A-6086205,#N/A
A-6086206,#N/A
A-6086207,#N/A
A-6086208,#N/A
A-6086209,#N/A
A-6086210,#N/A
A-6086211,#N/A
A-6086212,#N/A
A-6086213,#N/A
A-6086214,#N/A
A-6086216,#N/A
A-6086217,#N/A
A-6086218,#N/A
A-6086219,#N/A
A-6086220,#N/A
A-6086221,#N/A
A-6086222,#N/A
A-6086223,#N/A
A-6086224,#N/A
A-6086225,#N/A
A-6086226,#N/A
A-6086227,#N/A
A-6086228,#N/A
A-6086229,#N/A
A-6086230,#N/A
A-6086231,#N/A
A-6086232,#N/A
A-6086233,#N/A
A-6086234,#N/A
A-6086235,#N/A
A-6086236,#N/A
A-6086237,#N/A
A-6086238,#N/A
A-6086239,#N/A
A-6086240,#N/A
A-6086241,#N/A
A-6086242,#N/A
A-6086243,#N/A
A-6086244,#N/A
A-6086245,#N/A
A-6086246,#N/A
A-6086247,#N/A
A-6086248,#N/A
A-6086249,#N/A
A-6086250,#N/A
A-6086251,#N/A
A-6086252,#N/A
A-6086253,#N/A
A-6086254,#N/A
A-6086255,#N/A
A-6086256,#N/A
A-6086257,#N/A
A-6086258,#N/A
A-6086259,#N/A
A-6086260,#N/A
A-6086261,#N/A
A-6086272,#N/A
A-6086783,#N/A
A-6086784,#N/A
A-6086946,#N/A
A-6086953,#N/A
A-6086960,#N/A
A-6086962,#N/A
A-6086963,#N/A
